"","tiplabel","sciName","BM","Lat_centroid","Assembly.Level","Assembly.Stats.Contig.N50","Assembly.Stats.Scaffold.N50","Assembly.Submission.Date","zoo_Source","Species_Name","gen","fam","ord","clade","higher","MSW3_sciName_matched","genes","extinct.","samp","PC"
"1489","Dremomys_lokriah_SCIURIDAE_RODENTIA","Dremomys_lokriah",0.227,27.07273747,NA,NA,NA,NA,NA,"Dremomys_lokriah","Dremomys","SCIURIDAE","RODENTIA","Squirrel-related","Euarchontoglires","Dremomys_lokriah",1,0,"sampled","PC13_SquirrelRelated"
"1490","Dremomys_pernyi_SCIURIDAE_RODENTIA","Dremomys_pernyi",0.1986,27.45071407,NA,NA,NA,NA,NA,"Dremomys_pernyi","Dremomys","SCIURIDAE","RODENTIA","Squirrel-related","Euarchontoglires","Dremomys_pernyi",4,0,"sampled","PC13_SquirrelRelated"
"1491","Dremomys_pyrrhomerus_SCIURIDAE_RODENTIA","Dremomys_pyrrhomerus",0.245,26.44171784,NA,NA,NA,NA,NA,"Dremomys_pyrrhomerus","Dremomys","SCIURIDAE","RODENTIA","Squirrel-related","Euarchontoglires","Dremomys_pyrrhomerus",1,0,"sampled","PC13_SquirrelRelated"
"1492","Dremomys_rufigenis_SCIURIDAE_RODENTIA","Dremomys_rufigenis",0.2,20.05466987,NA,NA,NA,NA,NA,"Dremomys_rufigenis","Dremomys","SCIURIDAE","RODENTIA","Squirrel-related","Euarchontoglires","Dremomys_rufigenis",5,0,"sampled","PC13_SquirrelRelated"
"1493","Dromiciops_gliroides_MICROBIOTHERIIDAE_MICROBIOTHERIA","Dromiciops_gliroides",0.0223,-39.58598163,"Scaffold",490192,490192,"2021-07-29",NA,"Dromiciops_gliroides","Dromiciops","MICROBIOTHERIIDAE","MICROBIOTHERIA","Microbiotheria","Marsupialia","Dromiciops_gliroides",26,0,"sampled","PC1_Marsupials"
"1494","Dryadonycteris_capixaba_PHYLLOSTOMIDAE_CHIROPTERA","Dryadonycteris_capixaba",0.185372988,NA,NA,NA,NA,NA,NA,"Dryadonycteris_capixaba","Dryadonycteris","PHYLLOSTOMIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria",NA,0,0,"imputed","PC16_PhyllostomidRelated"
"1495","Drymoreomys_albimaculatus_CRICETIDAE_RODENTIA","Drymoreomys_albimaculatus",0.080573295,NA,NA,NA,NA,NA,NA,"Drymoreomys_albimaculatus","Drymoreomys","CRICETIDAE","RODENTIA","Mouse-related","Euarchontoglires",NA,1,0,"sampled","PC12_Cricetidae"
"1496","Dryomys_laniger_GLIRIDAE_RODENTIA","Dryomys_laniger",0.0222,37.09259647,NA,NA,NA,NA,NA,"Dryomys_laniger","Dryomys","GLIRIDAE","RODENTIA","Squirrel-related","Euarchontoglires","Dryomys_laniger",0,0,"imputed","PC13_SquirrelRelated"
"1497","Dryomys_niethammeri_GLIRIDAE_RODENTIA","Dryomys_niethammeri",0.033,30.34514369,NA,NA,NA,NA,NA,"Dryomys_niethammeri","Dryomys","GLIRIDAE","RODENTIA","Squirrel-related","Euarchontoglires","Dryomys_niethammeri",0,0,"imputed","PC13_SquirrelRelated"
"1498","Dryomys_nitedula_GLIRIDAE_RODENTIA","Dryomys_nitedula",0.0289,42.6287084,NA,NA,NA,NA,NA,"Dryomys_nitedula","Dryomys","GLIRIDAE","RODENTIA","Squirrel-related","Euarchontoglires","Dryomys_nitedula",6,0,"sampled","PC13_SquirrelRelated"
"1499","Dugong_dugon_DUGONGIDAE_SIRENIA","Dugong_dugon",310,-0.011112955,"Scaffold",19047,31096,"2020-08-31",NA,"Dugong_dugon","Dugong","DUGONGIDAE","SIRENIA","Afrotheria","Afroth.","Dugong_dugon",29,0,"sampled","PC2_Afrotheria"
"1500","Dusicyon_australis_CANIDAE_CARNIVORA","Dusicyon_australis",50.0035,-51.74827809,NA,NA,NA,NA,NA,"Dusicyon_australis","Dusicyon","CANIDAE","CARNIVORA","Caniformes","Laurasiatheria","Dusicyon_australis",1,1,"sampled","PC22_Carnivora"
"1501","Dusicyon_avus_CANIDAE_CARNIVORA","Dusicyon_avus",13,-39.89208949,NA,NA,NA,NA,NA,"Dusicyon_avus","Dusicyon","CANIDAE","CARNIVORA","Caniformes","Laurasiatheria",NA,0,1,"imputed","PC22_Carnivora"
"1502","Dyacopterus_brooksi_PTEROPODIDAE_CHIROPTERA","Dyacopterus_brooksi",0.0885,-0.456927908,NA,NA,NA,NA,NA,"Dyacopterus_brooksi","Dyacopterus","PTEROPODIDAE","CHIROPTERA","Yinpterochiroptera","Laurasiatheria","Dyacopterus_brooksi",0,0,"imputed","PC19_Yinpterochiroptera"
"1503","Dyacopterus_rickarti_PTEROPODIDAE_CHIROPTERA","Dyacopterus_rickarti",0.171198591,NA,NA,NA,NA,NA,NA,"Dyacopterus_rickarti","Dyacopterus","PTEROPODIDAE","CHIROPTERA","Yinpterochiroptera","Laurasiatheria",NA,0,0,"imputed","PC19_Yinpterochiroptera"
"1504","Dyacopterus_spadiceus_PTEROPODIDAE_CHIROPTERA","Dyacopterus_spadiceus",0.0842,0.829680585,NA,NA,NA,NA,NA,"Dyacopterus_spadiceus","Dyacopterus","PTEROPODIDAE","CHIROPTERA","Yinpterochiroptera","Laurasiatheria","Dyacopterus_spadiceus",3,0,"sampled","PC19_Yinpterochiroptera"
"1505","Dymecodon_pilirostris_TALPIDAE_EULIPOTYPHLA","Dymecodon_pilirostris",0.0162,36.60632551,NA,NA,NA,NA,NA,"Dymecodon_pilirostris","Dymecodon","TALPIDAE","EULIPOTYPHLA","Talpidae","Laurasiatheria","Dymecodon_pilirostris",1,0,"sampled","PC15_Eulipotyphla"
"1506","Echimys_chrysurus_ECHIMYIDAE_RODENTIA","Echimys_chrysurus",0.6525,0.936331659,NA,NA,NA,NA,NA,"Echimys_chrysurus","Echimys","ECHIMYIDAE","RODENTIA","Guinea_pig-related","Euarchontoglires","Echimys_chrysurus",9,0,"sampled","PC14_GuineaPigRelated"
"1507","Echimys_saturnus_ECHIMYIDAE_RODENTIA","Echimys_saturnus",0.6269,-1.621514449,NA,NA,NA,NA,NA,"Echimys_saturnus","Echimys","ECHIMYIDAE","RODENTIA","Guinea_pig-related","Euarchontoglires","Echimys_saturnus",0,0,"imputed","PC14_GuineaPigRelated"
"1508","Echimys_vieirai_ECHIMYIDAE_RODENTIA","Echimys_vieirai",0.5098,-3.47386236,NA,NA,NA,NA,NA,"Echimys_vieirai","Echimys","ECHIMYIDAE","RODENTIA","Guinea_pig-related","Euarchontoglires",NA,0,0,"imputed","PC14_GuineaPigRelated"
"1509","Echinops_telfairi_TENRECIDAE_AFROSORICIDA","Echinops_telfairi",0.18,-22.83709141,"Scaffold",20425,54422506,"2019-07-15","2. Existing assembly in 241-way","Echinops_telfairi","Echinops","TENRECIDAE","AFROSORICIDA","Afrotheria","Afroth.","Echinops_telfairi",25,0,"sampled","PC2_Afrotheria"
"1510","Echinosorex_gymnura_ERINACEIDAE_EULIPOTYPHLA","Echinosorex_gymnura",0.957,1.197465911,NA,NA,NA,NA,NA,"Echinosorex_gymnura","Echinosorex","ERINACEIDAE","EULIPOTYPHLA","Erinaceidae","Laurasiatheria","Echinosorex_gymnura",8,0,"sampled","PC15_Eulipotyphla"
"1511","Echiothrix_centrosa_MURIDAE_RODENTIA","Echiothrix_centrosa",0.2609,0.31474189,NA,NA,NA,NA,NA,"Echiothrix_centrosa","Echiothrix","MURIDAE","RODENTIA","Mouse-related","Euarchontoglires","Echiothrix_centrosa",0,0,"imputed","PC11_Muridae"
"1512","Echiothrix_leucura_MURIDAE_RODENTIA","Echiothrix_leucura",0.2673,0.831072237,NA,NA,NA,NA,NA,"Echiothrix_leucura","Echiothrix","MURIDAE","RODENTIA","Mouse-related","Euarchontoglires","Echiothrix_leucura",0,0,"imputed","PC11_Muridae"
"1513","Echymipera_clara_PERAMELIDAE_PERAMELEMORPHIA","Echymipera_clara",1.2365,-3.515133733,"Contig",1054,NA,"2021-09-24",NA,"Echymipera_clara","Echymipera","PERAMELIDAE","PERAMELEMORPHIA","Peramelemorphia","Marsupialia","Echymipera_clara",8,0,"sampled","PC1_Marsupials"
"1514","Echymipera_davidi_PERAMELIDAE_PERAMELEMORPHIA","Echymipera_davidi",0.95,-8.551600068,NA,NA,NA,NA,NA,"Echymipera_davidi","Echymipera","PERAMELIDAE","PERAMELEMORPHIA","Peramelemorphia","Marsupialia","Echymipera_davidi",0,0,"imputed","PC1_Marsupials"
"1515","Echymipera_echinista_PERAMELIDAE_PERAMELEMORPHIA","Echymipera_echinista",1,-7.613879748,NA,NA,NA,NA,NA,"Echymipera_echinista","Echymipera","PERAMELIDAE","PERAMELEMORPHIA","Peramelemorphia","Marsupialia","Echymipera_echinista",0,0,"imputed","PC1_Marsupials"
"1516","Echymipera_kalubu_PERAMELIDAE_PERAMELEMORPHIA","Echymipera_kalubu",0.7822,-5.313004179,"Contig",1151,NA,"2021-09-24",NA,"Echymipera_kalubu","Echymipera","PERAMELIDAE","PERAMELEMORPHIA","Peramelemorphia","Marsupialia","Echymipera_kalubu",26,0,"sampled","PC1_Marsupials"
"1517","Echymipera_rufescens_PERAMELIDAE_PERAMELEMORPHIA","Echymipera_rufescens",1.1,-5.868813761,"Contig",932,NA,"2021-09-24",NA,"Echymipera_rufescens","Echymipera","PERAMELIDAE","PERAMELEMORPHIA","Peramelemorphia","Marsupialia","Echymipera_rufescens",9,0,"sampled","PC1_Marsupials"
"1518","Ectophylla_alba_PHYLLOSTOMIDAE_CHIROPTERA","Ectophylla_alba",0.0058,13.33003508,NA,NA,NA,NA,NA,"Ectophylla_alba","Ectophylla","PHYLLOSTOMIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Ectophylla_alba",5,0,"sampled","PC16_PhyllostomidRelated"
"1519","Eidolon_dupreanum_PTEROPODIDAE_CHIROPTERA","Eidolon_dupreanum",0.2838,-19.7056292,NA,NA,NA,NA,NA,"Eidolon_dupreanum","Eidolon","PTEROPODIDAE","CHIROPTERA","Yinpterochiroptera","Laurasiatheria","Eidolon_dupreanum",3,0,"sampled","PC19_Yinpterochiroptera"
"1520","Eidolon_helvum_PTEROPODIDAE_CHIROPTERA","Eidolon_helvum",0.2533,-2.2811569,"Scaffold",12668,27684,"2013-09-13","2. Existing assembly in 241-way","Eidolon_helvum","Eidolon","PTEROPODIDAE","CHIROPTERA","Yinpterochiroptera","Laurasiatheria","Eidolon_helvum",5,0,"sampled","PC19_Yinpterochiroptera"
"1521","Eira_barbara_MUSTELIDAE_CARNIVORA","Eira_barbara",3.91,-5.677224602,"Scaffold",285064,42537617,"2021-10-05",NA,"Eira_barbara","Eira","MUSTELIDAE","CARNIVORA","Caniformes","Laurasiatheria","Eira_barbara",12,0,"sampled","PC22_Carnivora"
"1522","Elaphodus_cephalophus_CERVIDAE_CETARTIODACTYLA","Elaphodus_cephalophus",33.5,28.22116038,NA,NA,NA,NA,NA,"Elaphodus_cephalophus","Elaphodus","CERVIDAE","CETARTIODACTYLA","Ruminantia","Laurasiatheria","Elaphodus_cephalophus",3,0,"sampled","PC20_Cetartiodactyla"
"1523","Elaphurus_davidianus_CERVIDAE_CETARTIODACTYLA","Elaphurus_davidianus",149,32.87786303,"Scaffold",59950,2844142,"2017-10-04","2. Existing assembly in 241-way","Elaphurus_davidianus","Elaphurus","CERVIDAE","CETARTIODACTYLA","Ruminantia","Laurasiatheria","Elaphurus_davidianus",6,0,"sampled","PC20_Cetartiodactyla"
"1524","Elephantulus_brachyrhynchus_MACROSCELIDIDAE_MACROSCELIDEA","Elephantulus_brachyrhynchus",0.0475,-12.74354359,NA,NA,NA,NA,NA,"Elephantulus_brachyrhynchus","Elephantulus","MACROSCELIDIDAE","MACROSCELIDEA","Afrotheria","Afroth.","Elephantulus_brachyrhynchus",3,0,"sampled","PC2_Afrotheria"
"1525","Elephantulus_edwardii_MACROSCELIDIDAE_MACROSCELIDEA","Elephantulus_edwardii",0.048,-32.43907306,"Scaffold",24219,15011382,"2012-10-10","1. Zoonomia","Elephantulus_edwardii","Elephantulus","MACROSCELIDIDAE","MACROSCELIDEA","Afrotheria","Afroth.","Elephantulus_edwardii",26,0,"sampled","PC2_Afrotheria"
"1526","Elephantulus_fuscipes_MACROSCELIDIDAE_MACROSCELIDEA","Elephantulus_fuscipes",0.057,3.505624174,NA,NA,NA,NA,NA,"Elephantulus_fuscipes","Elephantulus","MACROSCELIDIDAE","MACROSCELIDEA","Afrotheria","Afroth.","Elephantulus_fuscipes",0,0,"imputed","PC2_Afrotheria"
"1527","Elephantulus_fuscus_MACROSCELIDIDAE_MACROSCELIDEA","Elephantulus_fuscus",0.54,-16.73403311,NA,NA,NA,NA,NA,"Elephantulus_fuscus","Elephantulus","MACROSCELIDIDAE","MACROSCELIDEA","Afrotheria","Afroth.","Elephantulus_fuscus",0,0,"imputed","PC2_Afrotheria"
"1528","Elephantulus_intufi_MACROSCELIDIDAE_MACROSCELIDEA","Elephantulus_intufi",0.0495,-21.71887534,NA,NA,NA,NA,NA,"Elephantulus_intufi","Elephantulus","MACROSCELIDIDAE","MACROSCELIDEA","Afrotheria","Afroth.","Elephantulus_intufi",3,0,"sampled","PC2_Afrotheria"
"1529","Elephantulus_myurus_MACROSCELIDIDAE_MACROSCELIDEA","Elephantulus_myurus",0.0524,-23.26406712,NA,NA,NA,NA,NA,"Elephantulus_myurus","Elephantulus","MACROSCELIDIDAE","MACROSCELIDEA","Afrotheria","Afroth.","Elephantulus_myurus",3,0,"sampled","PC2_Afrotheria"
"1530","Elephantulus_pilicaudus_MACROSCELIDIDAE_MACROSCELIDEA","Elephantulus_pilicaudus",0.045,-31.55923595,NA,NA,NA,NA,NA,"Elephantulus_pilicaudus","Elephantulus","MACROSCELIDIDAE","MACROSCELIDEA","Afrotheria","Afroth.",NA,0,0,"imputed","PC2_Afrotheria"
"1531","Elephantulus_revoilii_MACROSCELIDIDAE_MACROSCELIDEA","Elephantulus_revoilii",1.423779264,9.730293687,NA,NA,NA,NA,NA,"Elephantulus_revoilii","Elephantulus","MACROSCELIDIDAE","MACROSCELIDEA","Afrotheria","Afroth.",NA,0,0,"imputed","PC2_Afrotheria"
"1532","Elephantulus_rozeti_MACROSCELIDIDAE_MACROSCELIDEA","Elephantulus_rozeti",0.048,33.0930894,NA,NA,NA,NA,NA,"Elephantulus_rozeti","Elephantulus","MACROSCELIDIDAE","MACROSCELIDEA","Afrotheria","Afroth.","Elephantulus_rozeti",3,0,"sampled","PC2_Afrotheria"
"1533","Elephantulus_rufescens_MACROSCELIDIDAE_MACROSCELIDEA","Elephantulus_rufescens",0.0375,0.29413373,NA,NA,NA,NA,NA,"Elephantulus_rufescens","Elephantulus","MACROSCELIDIDAE","MACROSCELIDEA","Afrotheria","Afroth.","Elephantulus_rufescens",26,0,"sampled","PC2_Afrotheria"
"1534","Elephantulus_rupestris_MACROSCELIDIDAE_MACROSCELIDEA","Elephantulus_rupestris",0.0664,-28.48796615,NA,NA,NA,NA,NA,"Elephantulus_rupestris","Elephantulus","MACROSCELIDIDAE","MACROSCELIDEA","Afrotheria","Afroth.","Elephantulus_rupestris",3,0,"sampled","PC2_Afrotheria"
"1535","Elephas_antiquus_ELEPHANTIDAE_PROBOSCIDEA","Elephas_antiquus",6500,NA,NA,NA,NA,NA,NA,"Elephas_antiquus","Elephas","ELEPHANTIDAE","PROBOSCIDEA","Afrotheria","Afroth.",NA,1,1,"sampled","PC2_Afrotheria"
"1536","Elephas_cypriotes_ELEPHANTIDAE_PROBOSCIDEA","Elephas_cypriotes",130,NA,NA,NA,NA,NA,NA,"Elephas_cypriotes","Elephas","ELEPHANTIDAE","PROBOSCIDEA","Afrotheria","Afroth.",NA,1,1,"sampled","PC2_Afrotheria"
"1537","Elephas_maximus_ELEPHANTIDAE_PROBOSCIDEA","Elephas_maximus",2915.04,15.3383791,"Scaffold",76227,2767252,"2020-08-28",NA,"Elephas_maximus","Elephas","ELEPHANTIDAE","PROBOSCIDEA","Afrotheria","Afroth.","Elephas_maximus",29,0,"sampled","PC2_Afrotheria"
"1538","Eligmodontia_bolsonensis_CRICETIDAE_RODENTIA","Eligmodontia_bolsonensis",0.018822774,NA,NA,NA,NA,NA,NA,"Eligmodontia_bolsonensis","Eligmodontia","CRICETIDAE","RODENTIA","Mouse-related","Euarchontoglires",NA,1,0,"sampled","PC12_Cricetidae"
"1539","Eligmodontia_dunaris_CRICETIDAE_RODENTIA","Eligmodontia_dunaris",0.024027917,NA,NA,NA,NA,NA,NA,"Eligmodontia_dunaris","Eligmodontia","CRICETIDAE","RODENTIA","Mouse-related","Euarchontoglires",NA,1,0,"sampled","PC12_Cricetidae"
"1540","Eligmodontia_hirtipes_CRICETIDAE_RODENTIA","Eligmodontia_hirtipes",0.023170259,NA,NA,NA,NA,NA,NA,"Eligmodontia_hirtipes","Eligmodontia","CRICETIDAE","RODENTIA","Mouse-related","Euarchontoglires",NA,1,0,"sampled","PC12_Cricetidae"
"1541","Eligmodontia_moreni_CRICETIDAE_RODENTIA","Eligmodontia_moreni",0.018,-29.60367415,NA,NA,NA,NA,NA,"Eligmodontia_moreni","Eligmodontia","CRICETIDAE","RODENTIA","Mouse-related","Euarchontoglires","Eligmodontia_moreni",1,0,"sampled","PC12_Cricetidae"
"1542","Eligmodontia_morgani_CRICETIDAE_RODENTIA","Eligmodontia_morgani",0.0165,-45.58952182,NA,NA,NA,NA,NA,"Eligmodontia_morgani","Eligmodontia","CRICETIDAE","RODENTIA","Mouse-related","Euarchontoglires","Eligmodontia_morgani",1,0,"sampled","PC12_Cricetidae"
"1543","Eligmodontia_puerulus_CRICETIDAE_RODENTIA","Eligmodontia_puerulus",0.0285,-20.49685607,NA,NA,NA,NA,NA,"Eligmodontia_puerulus","Eligmodontia","CRICETIDAE","RODENTIA","Mouse-related","Euarchontoglires","Eligmodontia_puerulus",1,0,"sampled","PC12_Cricetidae"
"1544","Eligmodontia_typus_CRICETIDAE_RODENTIA","Eligmodontia_typus",0.0173,-41.39480539,NA,NA,NA,NA,NA,"Eligmodontia_typus","Eligmodontia","CRICETIDAE","RODENTIA","Mouse-related","Euarchontoglires","Eligmodontia_typus",2,0,"sampled","PC12_Cricetidae"
"1545","Eliomys_melanurus_GLIRIDAE_RODENTIA","Eliomys_melanurus",0.0518,30.11456436,NA,NA,NA,NA,NA,"Eliomys_melanurus","Eliomys","GLIRIDAE","RODENTIA","Squirrel-related","Euarchontoglires","Eliomys_melanurus",1,0,"sampled","PC13_SquirrelRelated"
"1546","Eliomys_munbyanus_GLIRIDAE_RODENTIA","Eliomys_munbyanus",0.052,32.94051698,NA,NA,NA,NA,NA,"Eliomys_munbyanus","Eliomys","GLIRIDAE","RODENTIA","Squirrel-related","Euarchontoglires","Eliomys_munbyanus",0,0,"imputed","PC13_SquirrelRelated"
"1547","Eliomys_quercinus_GLIRIDAE_RODENTIA","Eliomys_quercinus",0.115,48.58583143,NA,NA,NA,NA,NA,"Eliomys_quercinus","Eliomys","GLIRIDAE","RODENTIA","Squirrel-related","Euarchontoglires","Eliomys_quercinus",10,0,"sampled","PC13_SquirrelRelated"
"1548","Eliurus_antsingy_NESOMYIDAE_RODENTIA","Eliurus_antsingy",0.0928,-15.28320646,NA,NA,NA,NA,NA,"Eliurus_antsingy","Eliurus","NESOMYIDAE","RODENTIA","Mouse-related","Euarchontoglires","Eliurus_antsingy",2,0,"sampled","PC10_Nesomyidae"
"1549","Eliurus_carletoni_NESOMYIDAE_RODENTIA","Eliurus_carletoni",0.095954948,NA,NA,NA,NA,NA,NA,"Eliurus_carletoni","Eliurus","NESOMYIDAE","RODENTIA","Mouse-related","Euarchontoglires",NA,2,0,"sampled","PC10_Nesomyidae"
"1550","Eliurus_danieli_NESOMYIDAE_RODENTIA","Eliurus_danieli",0.0955,-22.44672839,NA,NA,NA,NA,NA,"Eliurus_danieli","Eliurus","NESOMYIDAE","RODENTIA","Mouse-related","Euarchontoglires",NA,0,0,"imputed","PC10_Nesomyidae"
"1551","Eliurus_ellermani_NESOMYIDAE_RODENTIA","Eliurus_ellermani",0.1,-17.16375611,NA,NA,NA,NA,NA,"Eliurus_ellermani","Eliurus","NESOMYIDAE","RODENTIA","Mouse-related","Euarchontoglires","Eliurus_ellermani",1,0,"sampled","PC10_Nesomyidae"
"1552","Eliurus_grandidieri_NESOMYIDAE_RODENTIA","Eliurus_grandidieri",0.051,-16.60519891,NA,NA,NA,NA,NA,"Eliurus_grandidieri","Eliurus","NESOMYIDAE","RODENTIA","Mouse-related","Euarchontoglires","Eliurus_grandidieri",1,0,"sampled","PC10_Nesomyidae"
"1553","Eliurus_majori_NESOMYIDAE_RODENTIA","Eliurus_majori",0.1,-19.31358006,NA,NA,NA,NA,NA,"Eliurus_majori","Eliurus","NESOMYIDAE","RODENTIA","Mouse-related","Euarchontoglires","Eliurus_majori",2,0,"sampled","PC10_Nesomyidae"
"1554","Eliurus_minor_NESOMYIDAE_RODENTIA","Eliurus_minor",0.035,-17.69240473,NA,NA,NA,NA,NA,"Eliurus_minor","Eliurus","NESOMYIDAE","RODENTIA","Mouse-related","Euarchontoglires","Eliurus_minor",4,0,"sampled","PC10_Nesomyidae"
"1555","Eliurus_myoxinus_NESOMYIDAE_RODENTIA","Eliurus_myoxinus",0.0625,-18.97192949,NA,NA,NA,NA,NA,"Eliurus_myoxinus","Eliurus","NESOMYIDAE","RODENTIA","Mouse-related","Euarchontoglires","Eliurus_myoxinus",2,0,"sampled","PC10_Nesomyidae"
"1556","Eliurus_penicillatus_NESOMYIDAE_RODENTIA","Eliurus_penicillatus",0.1,-20.28221409,NA,NA,NA,NA,NA,"Eliurus_penicillatus","Eliurus","NESOMYIDAE","RODENTIA","Mouse-related","Euarchontoglires","Eliurus_penicillatus",0,0,"imputed","PC10_Nesomyidae"
"1557","Eliurus_petteri_NESOMYIDAE_RODENTIA","Eliurus_petteri",0.075,-17.90015557,NA,NA,NA,NA,NA,"Eliurus_petteri","Eliurus","NESOMYIDAE","RODENTIA","Mouse-related","Euarchontoglires","Eliurus_petteri",0,0,"imputed","PC10_Nesomyidae"
"1558","Eliurus_tanala_NESOMYIDAE_RODENTIA","Eliurus_tanala",0.0825,-18.45179022,NA,NA,NA,NA,NA,"Eliurus_tanala","Eliurus","NESOMYIDAE","RODENTIA","Mouse-related","Euarchontoglires","Eliurus_tanala",4,0,"sampled","PC10_Nesomyidae"
"1559","Eliurus_webbi_NESOMYIDAE_RODENTIA","Eliurus_webbi",0.0725,-18.7451469,NA,NA,NA,NA,NA,"Eliurus_webbi","Eliurus","NESOMYIDAE","RODENTIA","Mouse-related","Euarchontoglires","Eliurus_webbi",2,0,"sampled","PC10_Nesomyidae"
"1560","Ellobius_alaicus_CRICETIDAE_RODENTIA","Ellobius_alaicus",0.02,39.66195077,NA,NA,NA,NA,NA,"Ellobius_alaicus","Ellobius","CRICETIDAE","RODENTIA","Mouse-related","Euarchontoglires","Ellobius_alaicus",0,0,"imputed","PC12_Cricetidae"
"1561","Ellobius_fuscocapillus_CRICETIDAE_RODENTIA","Ellobius_fuscocapillus",0.08,34.73551809,NA,NA,NA,NA,NA,"Ellobius_fuscocapillus","Ellobius","CRICETIDAE","RODENTIA","Mouse-related","Euarchontoglires","Ellobius_fuscocapillus",1,0,"sampled","PC12_Cricetidae"
"1562","Ellobius_lutescens_CRICETIDAE_RODENTIA","Ellobius_lutescens",0.1173,36.23558733,"Scaffold",11648,242123,"2016-07-14","2. Existing assembly in 241-way","Ellobius_lutescens","Ellobius","CRICETIDAE","RODENTIA","Mouse-related","Euarchontoglires","Ellobius_lutescens",0,0,"imputed","PC12_Cricetidae"
"1563","Ellobius_talpinus_CRICETIDAE_RODENTIA","Ellobius_talpinus",0.04,48.60615649,"Scaffold",8259,15246,"2016-07-14","2. Existing assembly in 241-way","Ellobius_talpinus","Ellobius","CRICETIDAE","RODENTIA","Mouse-related","Euarchontoglires","Ellobius_talpinus",1,0,"sampled","PC12_Cricetidae"
"1564","Ellobius_tancrei_CRICETIDAE_RODENTIA","Ellobius_tancrei",0.02,44.33933882,NA,NA,NA,NA,NA,"Ellobius_tancrei","Ellobius","CRICETIDAE","RODENTIA","Mouse-related","Euarchontoglires","Ellobius_tancrei",2,0,"sampled","PC12_Cricetidae"
"1565","Emballonura_alecto_EMBALLONURIDAE_CHIROPTERA","Emballonura_alecto",0.0053,2.957803364,NA,NA,NA,NA,NA,"Emballonura_alecto","Emballonura","EMBALLONURIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Emballonura_alecto",3,0,"sampled","PC18_EmballonuridRelated"
"1566","Emballonura_atrata_EMBALLONURIDAE_CHIROPTERA","Emballonura_atrata",0.0043,-19.87931778,NA,NA,NA,NA,NA,"Emballonura_atrata","Emballonura","EMBALLONURIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Emballonura_atrata",20,0,"sampled","PC18_EmballonuridRelated"
"1567","Emballonura_beccarii_EMBALLONURIDAE_CHIROPTERA","Emballonura_beccarii",0.0042,-5.251637396,NA,NA,NA,NA,NA,"Emballonura_beccarii","Emballonura","EMBALLONURIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Emballonura_beccarii",1,0,"sampled","PC18_EmballonuridRelated"
"1568","Emballonura_dianae_EMBALLONURIDAE_CHIROPTERA","Emballonura_dianae",0.008,-6.125203292,NA,NA,NA,NA,NA,"Emballonura_dianae","Emballonura","EMBALLONURIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Emballonura_dianae",2,0,"sampled","PC18_EmballonuridRelated"
"1569","Emballonura_furax_EMBALLONURIDAE_CHIROPTERA","Emballonura_furax",0.0112,-6.090003216,NA,NA,NA,NA,NA,"Emballonura_furax","Emballonura","EMBALLONURIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Emballonura_furax",0,0,"imputed","PC18_EmballonuridRelated"
"1570","Emballonura_monticola_EMBALLONURIDAE_CHIROPTERA","Emballonura_monticola",0.0057,0.117723682,NA,NA,NA,NA,NA,"Emballonura_monticola","Emballonura","EMBALLONURIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Emballonura_monticola",3,0,"sampled","PC18_EmballonuridRelated"
"1571","Emballonura_raffrayana_EMBALLONURIDAE_CHIROPTERA","Emballonura_raffrayana",0.0056,-5.020539116,NA,NA,NA,NA,NA,"Emballonura_raffrayana","Emballonura","EMBALLONURIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Emballonura_raffrayana",2,0,"sampled","PC18_EmballonuridRelated"
"1572","Emballonura_semicaudata_EMBALLONURIDAE_CHIROPTERA","Emballonura_semicaudata",0.0063,-14.13947816,NA,NA,NA,NA,NA,"Emballonura_semicaudata","Emballonura","EMBALLONURIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Emballonura_semicaudata",2,0,"sampled","PC18_EmballonuridRelated"
"1573","Emballonura_serii_EMBALLONURIDAE_CHIROPTERA","Emballonura_serii",0.0088,-3.302285069,NA,NA,NA,NA,NA,"Emballonura_serii","Emballonura","EMBALLONURIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Emballonura_serii",1,0,"sampled","PC18_EmballonuridRelated"
"1574","Emballonura_tiavato_EMBALLONURIDAE_CHIROPTERA","Emballonura_tiavato",0.0033,-17.64578812,NA,NA,NA,NA,NA,"Emballonura_tiavato","Emballonura","EMBALLONURIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria",NA,2,0,"sampled","PC18_EmballonuridRelated"
